show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,primary_genre,primary_country,content_age_at_add,duration_minutes,seasons
s371,Movie,Secret Shadow,Marcus Lee,"Nina Chen, Wei Patel, Tom Smith, John Patel, Aiko Muller",Canada,2017-10-26,2013,PG,148 min,"Comedies, Docuseries",A story about love set in Canada.,2017,October,Comedies,Canada,4,148.0,
s372,TV Show,Last Kingdom,Not Given,"Yusuf Garcia, Maria Lee, Fatima Novak, Nina Dubois, Elena Silva",South Korea,2018-08-27,2006,R,7 Season,Action & Adventure,A story about ambition set in South Korea.,2018,August,Action & Adventure,South Korea,12,,7.0
s373,TV Show,Secret City,Not Given,"Nina Dubois, Nina Smith",Italy,2016-08-16,2013,R,5 Season,"Sports Movies, Documentaries",A story about friendship set in Italy.,2016,August,Sports Movies,Italy,3,,5.0
s374,TV Show,Golden Dream,Not Given,"John Novak, Elena Smith, Liam Chen",India,2020-02-22,2014,TV-Y,2 Seasons,Horror Movies,A story about survival set in India.,2020,February,Horror Movies,India,6,,2.0
s375,TV Show,Endless Kingdom,Not Given,"Maria Kim, Sara Ahmed, Nina Brown",Canada,2020-08-27,2018,TV-Y7,3 Season,"Romantic Movies, Action & Adventure",A story about war set in Canada.,2020,August,Romantic Movies,Canada,2,,3.0
s376,Movie,Secret Horizon,Marcus Lee,"Carlos Smith, John Rossi",Mexico,2016-05-17,2016,TV-Y,137 min,"Docuseries, Stand-Up Comedy",A story about betrayal set in Mexico.,2016,May,Docuseries,Mexico,0,137.0,
s377,Movie,Secret Shadow,Hugo Fischer,"Grace Novak, Carlos Khan",United Kingdom,2018-04-26,2011,R,152 min,Dramas,A story about friendship set in United Kingdom.,2018,April,Dramas,United Kingdom,7,152.0,
s378,Movie,Last Heart,Not Given,"Nina Rossi, Omar Chen",Egypt,2017-01-27,2012,PG,150 min,"Dramas, Reality TV",A story about betrayal set in Egypt.,2017,January,Dramas,Egypt,5,150.0,
s379,Movie,Golden Code,Rajiv Menon,"Carlos Kowalski, Liam Novak, Elena Ahmed, Elena Kowalski",Canada,2021-01-21,2021,G,112 min,"Comedies, Crime TV Shows, Anime",A story about war set in Canada.,2021,January,Comedies,Canada,0,112.0,
s381,TV Show,Endless Legacy,Not Given,"Aiko Silva, Tom Muller, Yusuf Patel",South Korea,2015-08-12,2008,TV-14,3 Season,"Action & Adventure, Romantic Movies",A story about family set in South Korea.,2015,August,Action & Adventure,South Korea,7,,3.0
s382,Movie,Golden Shadow,Sofia Alvarez,"Maria Garcia, Carlos Lee, Wei Muller, Maria Garcia, Wei Muller",India,2020-07-25,2004,TV-PG,96 min,"Dramas, International Movies, Kids TV",A story about survival set in India.,2020,July,Dramas,India,16,96.0,
s383,Movie,Broken Heart,Rajiv Menon,"Fatima Garcia, John Brown, Omar Khan, Sara Ahmed",Brazil,2019-08-14,2010,G,113 min,"Anime, Romantic Movies, Horror Movies",A story about friendship set in Brazil.,2019,August,Anime,Brazil,9,113.0,
s384,Movie,Endless Kingdom,Kenji Watanabe,"Omar Muller, Fatima Rossi, Aiko Muller",Nigeria,2016-08-30,2001,PG,106 min,"Thrillers, Horror Movies",A story about survival set in Nigeria.,2016,August,Thrillers,Nigeria,15,106.0,
s385,TV Show,Midnight Kingdom,Not Given,"Wei Khan, Maria Smith, Aiko Dubois",United Kingdom,2017-12-02,2014,PG,2 Season,"Comedies, Anime, Thrillers",A story about war set in United Kingdom.,2017,December,Comedies,United Kingdom,3,,2.0
s386,Movie,Silent Code,Marcus Lee,"Maria Lee, John Kim, Tom Rossi, Omar Chen",Spain,2016-10-01,2010,TV-MA,164 min,"Anime, Docuseries, Sports Movies",A story about family set in Spain.,2016,October,Anime,Spain,6,164.0,
s387,Movie,Midnight Horizon,Marcus Lee,"Aiko Novak, Maria Novak, Nina Lee, John Chen, Raj Ahmed",India,2015-04-12,2009,TV-Y,149 min,Sci-Fi & Fantasy,A story about war set in India.,2015,April,Sci-Fi & Fantasy,India,6,149.0,
s388,Movie,The Horizon,Sofia Alvarez,"Omar Lee, Omar Muller, Fatima Smith",India,2019-07-02,2017,TV-14,135 min,"Kids TV, Romantic Movies",A story about war set in India.,2019,July,Kids TV,India,2,135.0,
s389,Movie,Rising Journey,Emily Carter,"Wei Novak, Sara Kim, Aiko Kim, Aiko Smith, Liam Silva",Japan,2019-12-31,2009,NR,81 min,Sci-Fi & Fantasy,A story about identity set in Japan.,2019,December,Sci-Fi & Fantasy,Japan,10,81.0,
s390,TV Show,Midnight Kingdom,Not Given,"Grace Lee, Carlos Chen, Sara Dubois, Elena Garcia, Wei Khan",France,2020-11-21,2015,PG,1 Seasons,"Stand-Up Comedy, Comedies, Dramas",A story about identity set in France.,2020,November,Stand-Up Comedy,France,5,,1.0
s391,Movie,Midnight City,Marcus Lee,"Grace Dubois, Omar Lee, Wei Khan, Wei Brown, Carlos Muller",Germany,2015-06-22,2015,PG-13,176 min,"Horror Movies, Romantic Movies, Crime TV Shows",A story about friendship set in Germany.,2015,June,Horror Movies,Germany,0,176.0,
s392,Movie,The Kingdom,Kenji Watanabe,"Raj Brown, Raj Rossi, Maria Patel, Raj Lee",France,2017-01-04,2013,TV-Y7,158 min,"Romantic Movies, Dramas, Comedies",A story about family set in France.,2017,January,Romantic Movies,France,4,158.0,
s393,Movie,A Horizon,Emily Carter,"Elena Kim, Sara Muller, Raj Patel, Nina Novak, Sara Garcia",Japan,2016-03-12,2016,PG-13,90 min,"Comedies, Documentaries, Thrillers",A story about friendship set in Japan.,2016,March,Comedies,Japan,0,90.0,
s394,TV Show,Last Storm (Season 3),Not Given,"Carlos Patel, Tom Silva, John Muller, Liam Ahmed",Brazil,2020-10-05,2002,R,7 Seasons,Thrillers,A story about war set in Brazil.,2020,October,Thrillers,Brazil,18,,7.0
s395,TV Show,Midnight Dream,Not Given,"Maria Ahmed, Elena Silva, Sara Chen, John Chen",Germany,2019-03-08,2009,TV-Y7,4 Season,Action & Adventure,A story about ambition set in Germany.,2019,March,Action & Adventure,Germany,10,,4.0
s396,Movie,Secret Legacy,Hugo Fischer,"Carlos Rossi, Tom Garcia",India,2015-03-13,2004,TV-Y7,114 min,"Sports Movies, Documentaries",A story about friendship set in India.,2015,March,Sports Movies,India,11,114.0,
s397,TV Show,Endless Code,Not Given,"Wei Novak, Liam Smith, Grace Brown, Maria Khan",United Kingdom,2017-07-17,2004,PG-13,2 Season,Reality TV,A story about betrayal set in United Kingdom.,2017,July,Reality TV,United Kingdom,13,,2.0
s398,Movie,Silent City,Rajiv Menon,"Maria Smith, Omar Patel, Yusuf Dubois",United States,2016-05-02,2015,PG-13,75 min,Horror Movies,A story about love set in United States.,2016,May,Horror Movies,United States,1,75.0,
s401,Movie,A Kingdom,Emily Carter,"Carlos Khan, Yusuf Khan, Carlos Garcia, Omar Silva, Maria Rossi",India,2017-07-10,2016,TV-Y7,167 min,"Horror Movies, Crime TV Shows",A story about love set in India.,2017,July,Horror Movies,India,1,167.0,
s402,Movie,Silent Shadow,David Okafor,"Nina Dubois, Grace Muller, Raj Brown, Nina Khan",Germany,2018-04-05,2013,TV-Y,94 min,Docuseries,A story about war set in Germany.,2018,April,Docuseries,Germany,5,94.0,
s403,Movie,Silent Shadow,David Okafor,"Yusuf Patel, Raj Garcia, Maria Chen, Carlos Kim, Grace Dubois",India,2015-09-23,2005,PG,95 min,"Kids TV, Horror Movies",A story about identity set in India.,2015,September,Kids TV,India,10,95.0,
s404,Movie,Broken Heart,Kenji Watanabe,"Omar Kowalski, Omar Patel, Carlos Silva, Nina Patel",Australia,2020-06-07,2012,NR,105 min,Sci-Fi & Fantasy,A story about betrayal set in Australia.,2020,June,Sci-Fi & Fantasy,Australia,8,105.0,
s405,Movie,Silent Heart,Sofia Alvarez,"John Garcia, Grace Smith, Sara Garcia",Spain,2021-01-07,2021,TV-PG,118 min,"Anime, Documentaries, International Movies",A story about betrayal set in Spain.,2021,January,Anime,Spain,0,118.0,
s407,Movie,Golden City,Priya Sharma,"John Smith, Wei Ahmed, Raj Brown, Omar Muller, Tom Novak",United Kingdom,2019-10-31,2015,TV-PG,109 min,"Stand-Up Comedy, Romantic Movies, Docuseries",A story about betrayal set in United Kingdom.,2019,October,Stand-Up Comedy,United Kingdom,4,109.0,
s409,Movie,Last Storm,Emily Carter,"Omar Lee, Raj Silva",South Korea,2019-10-20,2003,PG,115 min,"Sports Movies, Dramas",A story about ambition set in South Korea.,2019,October,Sports Movies,South Korea,16,115.0,
s410,Movie,Midnight Horizon,Alicia Wren,"Sara Muller, Maria Silva",United Kingdom,2021-01-14,2000,PG,74 min,"Reality TV, Horror Movies",A story about identity set in United Kingdom.,2021,January,Reality TV,United Kingdom,21,74.0,
s411,Movie,Silent Horizon,Rajiv Menon,"Carlos Dubois, Carlos Silva, Elena Garcia, Omar Rossi",India,2021-02-22,2021,PG,133 min,"Anime, Documentaries, Horror Movies",A story about family set in India.,2021,February,Anime,India,0,133.0,
s412,Movie,Broken Legacy,Priya Sharma,"Sara Brown, Yusuf Khan",France,2015-07-14,2008,PG-13,143 min,"Romantic Movies, Horror Movies",A story about betrayal set in France.,2015,July,Romantic Movies,France,7,143.0,
s413,TV Show,Endless Shadow,Not Given,"Maria Dubois, Omar Ahmed, Nina Kim, Fatima Silva",Nigeria,2018-05-21,2002,NR,7 Season,"Anime, Action & Adventure, Kids TV",A story about identity set in Nigeria.,2018,May,Anime,Nigeria,16,,7.0
s414,Movie,Rising Heart,Hugo Fischer,"Tom Smith, Raj Novak, Yusuf Brown",United Kingdom,2020-10-19,2018,R,154 min,"Sci-Fi & Fantasy, International Movies, Anime",A story about identity set in United Kingdom.,2020,October,Sci-Fi & Fantasy,United Kingdom,2,154.0,
s415,TV Show,The Code,Not Given,"Wei Khan, Wei Novak, Raj Kowalski, Liam Brown, Carlos Kim",Japan,2017-04-13,2002,TV-Y,3 Seasons,"Thrillers, International Movies, Anime",A story about ambition set in Japan.,2017,April,Thrillers,Japan,15,,3.0
s416,Movie,A Kingdom,Sofia Alvarez,"Fatima Kowalski, Sara Muller",Spain,2021-04-12,2015,TV-Y,124 min,"Comedies, Action & Adventure, Documentaries",A story about family set in Spain.,2021,April,Comedies,Spain,6,124.0,
s417,Movie,Midnight Dream,Hugo Fischer,"Raj Brown, John Novak, Nina Kowalski",United States,2015-12-10,2001,PG,147 min,"Documentaries, Sci-Fi & Fantasy",A story about identity set in United States.,2015,December,Documentaries,United States,14,147.0,
s421,TV Show,A Code,Not Given,"Carlos Smith, Tom Kim, Tom Lee, Liam Muller, Maria Lee",Egypt,2018-05-03,2007,R,7 Seasons,"Anime, Sci-Fi & Fantasy",A story about identity set in Egypt.,2018,May,Anime,Egypt,11,,7.0
s422,TV Show,Midnight Shadow,Not Given,"Nina Novak, Carlos Lee, Sara Silva, Grace Kim, Tom Lee",Egypt,2016-10-18,2003,PG-13,5 Season,"Anime, Romantic Movies",A story about love set in Egypt.,2016,October,Anime,Egypt,13,,5.0
s423,TV Show,Last Heart,Not Given,"John Kim, Fatima Patel, Liam Silva",Australia,2016-03-29,2002,TV-PG,2 Seasons,"International Movies, Reality TV, Horror Movies",A story about identity set in Australia.,2016,March,International Movies,Australia,14,,2.0
s424,TV Show,Golden Heart,Not Given,"Liam Chen, Raj Dubois, Sara Silva",Nigeria,2017-03-24,2009,TV-14,4 Season,"Stand-Up Comedy, Reality TV",A story about ambition set in Nigeria.,2017,March,Stand-Up Comedy,Nigeria,8,,4.0
s425,Movie,The Code,Not Given,"Tom Garcia, Nina Khan, Liam Novak",Egypt,2015-07-23,2005,TV-Y,149 min,"Crime TV Shows, Documentaries",A story about betrayal set in Egypt.,2015,July,Crime TV Shows,Egypt,10,149.0,
s426,TV Show,Last Horizon (Season 4),Not Given,"Sara Patel, Nina Garcia, Fatima Novak, Fatima Khan, Sara Brown",Nigeria,2018-03-25,2008,TV-Y7,4 Season,Kids TV,A story about family set in Nigeria.,2018,March,Kids TV,Nigeria,10,,4.0
s427,TV Show,Secret City (Season 2),Not Given,"Liam Muller, Fatima Dubois",Spain,2019-02-23,2007,G,6 Seasons,Dramas,A story about friendship set in Spain.,2019,February,Dramas,Spain,12,,6.0
s428,Movie,Golden City,Sofia Alvarez,"Grace Kim, Grace Dubois, Liam Garcia, Maria Ahmed, John Smith",Japan,2020-04-12,2007,PG,147 min,"Comedies, Dramas, International Movies",A story about identity set in Japan.,2020,April,Comedies,Japan,13,147.0,
s430,Movie,A Storm,Rajiv Menon,"Nina Brown, Sara Muller, Grace Silva",Italy,2018-03-04,2013,PG-13,148 min,"Anime, Kids TV",A story about survival set in Italy.,2018,March,Anime,Italy,5,148.0,
s431,Movie,Silent Kingdom,Hugo Fischer,"John Khan, Wei Smith, Fatima Chen, John Rossi, Liam Chen",Mexico,2019-11-23,2014,TV-14,133 min,Sci-Fi & Fantasy,A story about war set in Mexico.,2019,November,Sci-Fi & Fantasy,Mexico,5,133.0,
s432,TV Show,Rising Heart,Not Given,"Sara Novak, Sara Chen",India,2016-01-19,2011,R,7 Season,Crime TV Shows,A story about ambition set in India.,2016,January,Crime TV Shows,India,5,,7.0
s433,Movie,The Code,Not Given,"Carlos Lee, Maria Khan, Omar Rossi",Brazil,2018-09-08,2003,TV-MA,106 min,"Action & Adventure, Kids TV, Thrillers",A story about betrayal set in Brazil.,2018,September,Action & Adventure,Brazil,15,106.0,
s434,TV Show,Last Journey (Season 4),Not Given,"Raj Muller, Elena Patel, John Silva, John Patel, Elena Rossi",Japan,2018-09-22,2018,R,7 Season,"Horror Movies, Thrillers, Stand-Up Comedy",A story about love set in Japan.,2018,September,Horror Movies,Japan,0,,7.0
s435,TV Show,Rising Horizon,Not Given,"Liam Chen, Fatima Kowalski, Sara Kim, Maria Smith, Sara Khan",United Kingdom,2019-07-07,2012,PG-13,6 Seasons,"International Movies, Comedies, Docuseries",A story about friendship set in United Kingdom.,2019,July,International Movies,United Kingdom,7,,6.0
s436,TV Show,Midnight Horizon (Season 1),Not Given,"Yusuf Khan, Nina Rossi, Tom Kim, Nina Muller",Australia,2020-03-09,2019,TV-14,7 Season,"Thrillers, Kids TV",A story about identity set in Australia.,2020,March,Thrillers,Australia,1,,7.0
s437,Movie,Rising Storm,Priya Sharma,"Raj Patel, Grace Chen, Tom Rossi",Germany,2021-06-21,2020,TV-14,107 min,"Reality TV, Comedies",A story about friendship set in Germany.,2021,June,Reality TV,Germany,1,107.0,
s439,TV Show,The Shadow,Not Given,"Wei Kowalski, Wei Brown, Carlos Smith, Maria Kim, Tom Novak",France,2021-08-02,2010,TV-Y7,7 Seasons,"Crime TV Shows, Thrillers, Reality TV",A story about survival set in France.,2021,August,Crime TV Shows,France,11,,7.0
s440,Movie,A Horizon,Kenji Watanabe,"Carlos Ahmed, John Smith",South Korea,2015-02-24,2003,TV-PG,153 min,"Sci-Fi & Fantasy, Sports Movies",A story about identity set in South Korea.,2015,February,Sci-Fi & Fantasy,South Korea,12,153.0,
s442,Movie,Last Legacy,David Okafor,"Maria Muller, Omar Rossi, Wei Rossi",South Korea,2016-04-22,2000,TV-PG,89 min,"Sci-Fi & Fantasy, Romantic Movies, Docuseries",A story about love set in South Korea.,2016,April,Sci-Fi & Fantasy,South Korea,16,89.0,
s443,TV Show,Endless Legacy,Not Given,"John Silva, John Garcia, Raj Brown, Grace Kim, Carlos Brown",Spain,2021-05-05,2018,NR,3 Season,"Docuseries, Crime TV Shows",A story about friendship set in Spain.,2021,May,Docuseries,Spain,3,,3.0
s446,TV Show,Last Horizon,Not Given,"Raj Rossi, Wei Chen",Canada,2020-07-08,2005,TV-14,7 Season,"Horror Movies, Action & Adventure",A story about ambition set in Canada.,2020,July,Horror Movies,Canada,15,,7.0
s447,Movie,The Storm,Kenji Watanabe,"Raj Chen, Wei Brown, Sara Lee, Yusuf Smith",Nigeria,2018-10-15,2002,TV-Y,84 min,"Romantic Movies, Comedies, Crime TV Shows",A story about ambition set in Nigeria.,2018,October,Romantic Movies,Nigeria,16,84.0,
s448,Movie,Golden Storm,Rajiv Menon,"Tom Chen, Sara Novak, Sara Ahmed, Elena Patel",India,2019-11-29,2001,TV-Y7,177 min,Action & Adventure,A story about betrayal set in India.,2019,November,Action & Adventure,India,18,177.0,
s449,TV Show,The Code (Season 1),Not Given,"Tom Silva, Wei Novak, Liam Novak",Spain,2021-08-03,2016,TV-14,2 Seasons,"International Movies, Comedies",A story about ambition set in Spain.,2021,August,International Movies,Spain,5,,2.0
s450,Movie,Broken Journey,Sofia Alvarez,"Aiko Muller, Yusuf Chen, Maria Muller, Aiko Novak, Omar Kim",Japan,2020-09-08,2020,TV-PG,166 min,"Reality TV, Stand-Up Comedy, Action & Adventure",A story about survival set in Japan.,2020,September,Reality TV,Japan,0,166.0,
s452,Movie,The Kingdom,Not Given,"Raj Novak, Omar Patel",Italy,2019-04-26,2016,TV-Y,121 min,"Horror Movies, Sports Movies, Sci-Fi & Fantasy",A story about war set in Italy.,2019,April,Horror Movies,Italy,3,121.0,
s453,TV Show,The Dream,Not Given,"Grace Kim, Nina Patel, Fatima Lee",Germany,2021-03-18,2019,G,6 Season,"Stand-Up Comedy, Docuseries",A story about ambition set in Germany.,2021,March,Stand-Up Comedy,Germany,2,,6.0
s454,TV Show,A Journey,Not Given,"Grace Novak, Grace Lee, Wei Ahmed, Yusuf Muller, Fatima Garcia",Germany,2018-10-02,2017,NR,3 Seasons,Dramas,A story about love set in Germany.,2018,October,Dramas,Germany,1,,3.0
s455,TV Show,Rising Horizon,Not Given,"Grace Kim, Yusuf Garcia, Grace Smith, Sara Silva",France,2021-06-03,2020,PG,1 Season,"Action & Adventure, Romantic Movies, International Movies",A story about love set in France.,2021,June,Action & Adventure,France,1,,1.0
s456,Movie,Secret Horizon,Not Given,"Aiko Muller, Liam Patel, Omar Brown",Mexico,2018-10-14,2018,TV-Y,136 min,"Romantic Movies, Comedies, Thrillers",A story about ambition set in Mexico.,2018,October,Romantic Movies,Mexico,0,136.0,
s457,TV Show,Golden Heart (Season 4),Not Given,"Maria Garcia, John Kim, Tom Chen, Nina Khan, Nina Garcia",Japan,2021-05-15,2021,TV-Y,5 Seasons,"Crime TV Shows, Horror Movies",A story about friendship set in Japan.,2021,May,Crime TV Shows,Japan,0,,5.0
s459,TV Show,Golden Shadow,Not Given,"Maria Garcia, Aiko Dubois, Liam Smith, Yusuf Chen, Maria Silva",France,2018-05-27,2011,PG-13,4 Season,International Movies,A story about identity set in France.,2018,May,International Movies,France,7,,4.0
s460,Movie,Midnight Dream,Sofia Alvarez,"Sara Novak, Nina Smith, Maria Ahmed",Japan,2015-07-03,2002,TV-Y,131 min,"Horror Movies, Docuseries, Romantic Movies",A story about war set in Japan.,2015,July,Horror Movies,Japan,13,131.0,
s461,TV Show,Silent Horizon (Season 2),Not Given,"Omar Rossi, Raj Rossi, Wei Brown, Grace Silva, Maria Kowalski",Australia,2021-06-09,2021,TV-Y,4 Season,"Anime, Crime TV Shows",A story about love set in Australia.,2021,June,Anime,Australia,0,,4.0
s462,TV Show,Silent Dream,Not Given,"Grace Smith, Elena Patel, Omar Kowalski",Mexico,2021-04-17,2009,TV-14,6 Seasons,Comedies,A story about ambition set in Mexico.,2021,April,Comedies,Mexico,12,,6.0
s463,TV Show,Rising Journey (Season 2),Not Given,"Liam Kowalski, Fatima Khan",Egypt,2020-06-28,2018,TV-14,7 Seasons,"Stand-Up Comedy, Horror Movies",A story about love set in Egypt.,2020,June,Stand-Up Comedy,Egypt,2,,7.0
s466,Movie,Secret Horizon,Not Given,"Nina Ahmed, Omar Ahmed, Carlos Garcia",France,2018-07-27,2001,TV-Y7,140 min,"Documentaries, Romantic Movies",A story about love set in France.,2018,July,Documentaries,France,17,140.0,
s467,Movie,Secret Journey,Kenji Watanabe,"Fatima Kowalski, Yusuf Patel",Nigeria,2018-06-01,2004,G,122 min,"Documentaries, Reality TV",A story about ambition set in Nigeria.,2018,June,Documentaries,Nigeria,14,122.0,
s468,TV Show,Last Storm,Not Given,"Omar Khan, Yusuf Kim, Tom Ahmed",Spain,2015-01-05,2001,TV-Y7,7 Seasons,"Thrillers, Dramas, Sci-Fi & Fantasy",A story about friendship set in Spain.,2015,January,Thrillers,Spain,14,,7.0
s469,Movie,Midnight City,Emily Carter,"Elena Brown, Yusuf Muller, John Chen",Mexico,2020-02-28,2017,TV-14,108 min,Stand-Up Comedy,A story about betrayal set in Mexico.,2020,February,Stand-Up Comedy,Mexico,3,108.0,
s470,TV Show,Rising Dream,Not Given,"Elena Ahmed, Omar Silva, Tom Patel",Japan,2020-09-24,2020,TV-Y7,3 Season,"Anime, Action & Adventure",A story about friendship set in Japan.,2020,September,Anime,Japan,0,,3.0
s471,TV Show,Golden Journey,Not Given,"Raj Lee, John Dubois, Nina Smith",Italy,2016-12-11,2000,TV-Y,5 Seasons,"Docuseries, Stand-Up Comedy, Kids TV",A story about betrayal set in Italy.,2016,December,Docuseries,Italy,16,,5.0
s472,TV Show,A Code (Season 4),Not Given,"Aiko Brown, Carlos Brown",Australia,2019-05-04,2011,TV-PG,7 Seasons,"Dramas, Comedies, Romantic Movies",A story about war set in Australia.,2019,May,Dramas,Australia,8,,7.0
s473,TV Show,Silent Journey,Not Given,"Omar Muller, Raj Lee",Mexico,2017-02-23,2011,TV-14,7 Seasons,"Romantic Movies, Action & Adventure",A story about friendship set in Mexico.,2017,February,Romantic Movies,Mexico,6,,7.0
s474,TV Show,The Dream,Not Given,"John Khan, Sara Patel, Carlos Garcia",Egypt,2021-05-20,2008,NR,4 Season,Thrillers,A story about betrayal set in Egypt.,2021,May,Thrillers,Egypt,13,,4.0
s477,Movie,A Horizon,Rajiv Menon,"Grace Kim, Maria Lee, Fatima Khan",United Kingdom,2018-06-27,2010,TV-14,150 min,"Action & Adventure, Dramas, Romantic Movies",A story about identity set in United Kingdom.,2018,June,Action & Adventure,United Kingdom,8,150.0,
s478,TV Show,Endless Storm,Not Given,"Maria Rossi, Fatima Silva, Sara Smith",Egypt,2020-10-29,2010,R,1 Seasons,"Sci-Fi & Fantasy, Stand-Up Comedy, Comedies",A story about friendship set in Egypt.,2020,October,Sci-Fi & Fantasy,Egypt,10,,1.0
s479,Movie,A Journey,Rajiv Menon,"Aiko Lee, Sara Novak, Maria Kowalski, Wei Smith, Tom Kowalski",Spain,2018-05-19,2001,G,150 min,"Documentaries, Comedies",A story about love set in Spain.,2018,May,Documentaries,Spain,17,150.0,
s480,Movie,Midnight City,David Okafor,"Elena Kowalski, Carlos Khan",Egypt,2021-03-17,2019,G,71 min,"Stand-Up Comedy, Romantic Movies",A story about identity set in Egypt.,2021,March,Stand-Up Comedy,Egypt,2,71.0,
s481,TV Show,Endless Shadow,Not Given,"Nina Ahmed, Aiko Dubois",Canada,2016-02-25,2003,TV-MA,5 Seasons,"Kids TV, Sci-Fi & Fantasy, Horror Movies",A story about survival set in Canada.,2016,February,Kids TV,Canada,13,,5.0
s482,Movie,Midnight Storm,David Okafor,"Grace Dubois, Nina Chen, Fatima Chen, Omar Smith, John Chen",France,2020-06-11,2018,NR,153 min,"Horror Movies, Docuseries",A story about survival set in France.,2020,June,Horror Movies,France,2,153.0,
s483,Movie,Midnight Horizon,Emily Carter,"Aiko Smith, Yusuf Dubois, Raj Patel, Wei Smith",Canada,2016-08-11,2016,TV-Y,114 min,Kids TV,A story about ambition set in Canada.,2016,August,Kids TV,Canada,0,114.0,
s484,TV Show,Golden Legacy,Not Given,"Elena Novak, Aiko Brown, Elena Dubois, Aiko Dubois, Liam Kim",Japan,2016-03-05,2005,TV-Y7,7 Seasons,"Romantic Movies, Sci-Fi & Fantasy",A story about love set in Japan.,2016,March,Romantic Movies,Japan,11,,7.0
s485,Movie,Secret Heart,Not Given,"Fatima Rossi, Grace Kowalski, Sara Silva",Nigeria,2017-04-20,2012,TV-Y,93 min,Sports Movies,A story about love set in Nigeria.,2017,April,Sports Movies,Nigeria,5,93.0,
s486,Movie,The Code,Alicia Wren,"Liam Rossi, Fatima Patel, Elena Lee",Nigeria,2015-06-29,2011,TV-MA,95 min,Horror Movies,A story about survival set in Nigeria.,2015,June,Horror Movies,Nigeria,4,95.0,
s487,Movie,Midnight Kingdom,Emily Carter,"Wei Khan, John Chen, Sara Muller",Italy,2015-03-27,2003,TV-PG,118 min,"Action & Adventure, Thrillers, Docuseries",A story about family set in Italy.,2015,March,Action & Adventure,Italy,12,118.0,
s488,Movie,Golden Storm,Marcus Lee,"Tom Novak, Maria Garcia, Wei Lee, Tom Chen, Omar Khan",Canada,2019-02-14,2017,PG,110 min,"Reality TV, Anime, Action & Adventure",A story about love set in Canada.,2019,February,Reality TV,Canada,2,110.0,
s490,Movie,Broken Code,Emily Carter,"Yusuf Rossi, Wei Silva, Grace Silva, Yusuf Novak, Nina Novak",Spain,2018-01-04,2015,G,121 min,"Comedies, Action & Adventure, Sci-Fi & Fantasy",A story about ambition set in Spain.,2018,January,Comedies,Spain,3,121.0,
s491,Movie,Secret City,Sofia Alvarez,"Carlos Lee, Carlos Dubois, Wei Lee, Sara Silva",France,2017-06-23,2017,TV-PG,166 min,Horror Movies,A story about friendship set in France.,2017,June,Horror Movies,France,0,166.0,
s492,Movie,Secret Horizon,Rajiv Menon,"Yusuf Dubois, Aiko Kim, Nina Rossi, Carlos Kim, Aiko Kowalski",Spain,2018-01-23,2010,TV-Y,73 min,Sci-Fi & Fantasy,A story about ambition set in Spain.,2018,January,Sci-Fi & Fantasy,Spain,8,73.0,
s493,Movie,A Storm,Alicia Wren,"Sara Ahmed, Yusuf Ahmed, Raj Garcia, Omar Muller",Italy,2016-02-08,2007,TV-14,79 min,"Comedies, Crime TV Shows",A story about ambition set in Italy.,2016,February,Comedies,Italy,9,79.0,
s494,Movie,Golden Dream,Kenji Watanabe,"Fatima Novak, Elena Chen, Sara Kowalski, Grace Novak",Germany,2015-02-04,2008,PG-13,106 min,"Stand-Up Comedy, Kids TV",A story about love set in Germany.,2015,February,Stand-Up Comedy,Germany,7,106.0,
s495,Movie,Rising Kingdom,David Okafor,"Fatima Novak, Grace Khan, Nina Khan",Germany,2021-02-05,2018,TV-Y7,162 min,"Anime, Stand-Up Comedy",A story about betrayal set in Germany.,2021,February,Anime,Germany,3,162.0,
s496,Movie,Secret City,David Okafor,"Nina Rossi, Sara Ahmed, John Silva",United Kingdom,2018-09-20,2018,PG-13,164 min,Docuseries,A story about war set in United Kingdom.,2018,September,Docuseries,United Kingdom,0,164.0,
s497,Movie,Broken City,David Okafor,"Aiko Dubois, John Dubois, Omar Smith, Tom Chen",United Kingdom,2021-05-16,2010,G,147 min,"Stand-Up Comedy, Kids TV, Action & Adventure",A story about identity set in United Kingdom.,2021,May,Stand-Up Comedy,United Kingdom,11,147.0,
s498,Movie,Broken Legacy,Priya Sharma,"Aiko Dubois, Nina Patel",Italy,2016-01-17,2009,TV-PG,83 min,"Thrillers, Dramas, Reality TV",A story about friendship set in Italy.,2016,January,Thrillers,Italy,7,83.0,
s499,Movie,Secret Shadow,David Okafor,"Fatima Khan, Liam Patel, Yusuf Garcia, Nina Smith",Japan,2016-02-15,2016,TV-PG,111 min,"Stand-Up Comedy, Documentaries",A story about betrayal set in Japan.,2016,February,Stand-Up Comedy,Japan,0,111.0,
s502,TV Show,Midnight Heart,Not Given,"Carlos Dubois, Sara Kowalski, Sara Chen, Carlos Khan",United Kingdom,2021-01-20,2019,TV-Y,4 Season,"Thrillers, Sports Movies, Horror Movies",A story about betrayal set in United Kingdom.,2021,January,Thrillers,United Kingdom,2,,4.0
