show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s416,Movie,A Kingdom,Sofia Alvarez,"Fatima Kowalski, Sara Muller",Spain,"April 12, 2021",2015,TV-Y,124 min,"Comedies, Action & Adventure, Documentaries",A story about family set in Spain.
s417,Movie,Midnight Dream,Hugo Fischer,"Raj Brown, John Novak, Nina Kowalski",United States,"December 10, 2015",2001,PG,147 min,"Documentaries, Sci-Fi & Fantasy",A story about identity set in United States.
s418,TV Show,A City,,"Fatima Garcia, Elena Novak, Yusuf Lee",India,"October 28, 2018",2016,TV-Y7,1 Season,Anime,A story about war set in India.
s419,TV Show,Broken Legacy,,"Wei Garcia, Wei Khan, Liam Rossi",South Korea,"August 11, 2021",2008,TV-MA,4 Seasons,"Action & Adventure, Thrillers, Crime TV Shows",A story about identity set in South Korea.
s420,Movie,Secret Dream,Marcus Lee,"Nina Novak, Aiko Brown, Liam Smith, Raj Lee",Australia,"August 12, 2015",2001,R,102 min,"Stand-Up Comedy, International Movies, Anime",A story about war set in Australia.
s421,TV Show,A Code,,"Carlos Smith, Tom Kim, Tom Lee, Liam Muller, Maria Lee",Egypt,"May 3, 2018",2007,R,7 Seasons,"Anime, Sci-Fi & Fantasy",A story about identity set in Egypt.
s422,TV Show,Midnight Shadow,,"Nina Novak, Carlos Lee, Sara Silva, Grace Kim, Tom Lee",Egypt,"October 18, 2016",2003,PG-13,5 Season,"Anime, Romantic Movies",A story about love set in Egypt.
s423,TV Show,Last Heart,,"John Kim, Fatima Patel, Liam Silva",Australia,"March 29, 2016",2002,TV-PG,2 Seasons,"International Movies, Reality TV, Horror Movies",A story about identity set in Australia.
s424,TV Show,Golden Heart,,"Liam Chen, Raj Dubois, Sara Silva",Nigeria,"March 24, 2017",2009,TV-14,4 Season,"Stand-Up Comedy, Reality TV",A story about ambition set in Nigeria.
s425,Movie,The Code,Not Given,"Tom Garcia, Nina Khan, Liam Novak",Egypt,"July 23, 2015",2005,TV-Y,149 min,"Crime TV Shows, Documentaries",A story about betrayal set in Egypt.
s426,TV Show,Last Horizon (Season 4),,"Sara Patel, Nina Garcia, Fatima Novak, Fatima Khan, Sara Brown",Nigeria,"March 25, 2018",2008,TV-Y7,4 Season,Kids TV,A story about family set in Nigeria.
s427,TV Show,Secret City (Season 2),,"Liam Muller, Fatima Dubois",Spain,"February 23, 2019",2007,G,6 Seasons,Dramas,A story about friendship set in Spain.
s428,Movie,Golden City,Sofia Alvarez,"Grace Kim, Grace Dubois, Liam Garcia, Maria Ahmed, John Smith",Japan,"April 12, 2020",2007,PG,147 min,"Comedies, Dramas, International Movies",A story about identity set in Japan.
s429,Movie,Broken Storm,Marcus Lee,"Elena Chen, Liam Chen",Germany,"October 21, 2018",2015,TV-Y7,86 min,Anime,A story about identity set in Germany.
s430,Movie,A Storm,Rajiv Menon,"Nina Brown, Sara Muller, Grace Silva",Italy,"March 4, 2018",2013,PG-13,148 min,"Anime, Kids TV",A story about survival set in Italy.
s431,Movie,Silent Kingdom,Hugo Fischer,"John Khan, Wei Smith, Fatima Chen, John Rossi, Liam Chen",Mexico,"November 23, 2019",2014,TV-14,133 min,Sci-Fi & Fantasy,A story about war set in Mexico.
s432,TV Show,Rising Heart,,"Sara Novak, Sara Chen",India,"January 19, 2016",2011,R,7 Season,Crime TV Shows,A story about ambition set in India.
s433,Movie,The Code,Not Given,"Carlos Lee, Maria Khan, Omar Rossi",Brazil,"September 8, 2018",2003,TV-MA,106 min,"Action & Adventure, Kids TV, Thrillers",A story about betrayal set in Brazil.
s434,TV Show,Last Journey (Season 4),,"Raj Muller, Elena Patel, John Silva, John Patel, Elena Rossi",Japan,"September 22, 2018",2018,R,7 Season,"Horror Movies, Thrillers, Stand-Up Comedy",A story about love set in Japan.
s435,TV Show,Rising Horizon,,"Liam Chen, Fatima Kowalski, Sara Kim, Maria Smith, Sara Khan",United Kingdom,"July 7, 2019",2012,PG-13,6 Seasons,"International Movies, Comedies, Docuseries",A story about friendship set in United Kingdom.
s436,TV Show,Midnight Horizon (Season 1),,"Yusuf Khan, Nina Rossi, Tom Kim, Nina Muller",Australia,"March 9, 2020",2019,TV-14,7 Season,"Thrillers, Kids TV",A story about identity set in Australia.
s437,Movie,Rising Storm,Priya Sharma,"Raj Patel, Grace Chen, Tom Rossi",Germany,"June 21, 2021",2020,TV-14,107 min,"Reality TV, Comedies",A story about friendship set in Germany.
s438,Movie,Last Dream,Sofia Alvarez,"Liam Dubois, John Ahmed, Maria Lee, John Ahmed, Maria Ahmed",South Korea,"January 23, 2016",2013,TV-Y7,154 min,"Crime TV Shows, Thrillers, International Movies",A story about betrayal set in South Korea.
s439,TV Show,The Shadow,,"Wei Kowalski, Wei Brown, Carlos Smith, Maria Kim, Tom Novak",France,"August 2, 2021",2010,TV-Y7,7 Seasons,"Crime TV Shows, Thrillers, Reality TV",A story about survival set in France.
s440,Movie,A Horizon,Kenji Watanabe,"Carlos Ahmed, John Smith",South Korea,"February 24, 2015",2003,TV-PG,153 min,"Sci-Fi & Fantasy, Sports Movies",A story about identity set in South Korea.
s441,TV Show,Endless Heart,,"Grace Patel, Grace Patel, Carlos Kowalski, Liam Garcia",United Kingdom,"February 26, 2015",2004,R,1 Seasons,"Kids TV, Reality TV, Dramas",A story about ambition set in United Kingdom.
s442,Movie,Last Legacy,David Okafor,"Maria Muller, Omar Rossi, Wei Rossi",South Korea,"April 22, 2016",2000,TV-PG,89 min,"Sci-Fi & Fantasy, Romantic Movies, Docuseries",A story about love set in South Korea.
s443,TV Show,Endless Legacy,,"John Silva, John Garcia, Raj Brown, Grace Kim, Carlos Brown",Spain,"May 5, 2021",2018,NR,3 Season,"Docuseries, Crime TV Shows",A story about friendship set in Spain.
s444,Movie,The Code,Rajiv Menon,"Elena Silva, Yusuf Garcia, Liam Lee, Raj Kim, Tom Rossi",India,"November 21, 2018",2015,TV-Y7,159 min,"Dramas, Documentaries",A story about family set in India.
s445,TV Show,Silent Storm,,"Elena Lee, Raj Silva, Tom Dubois",Egypt,"April 30, 2021",2021,TV-PG,3 Seasons,"Reality TV, Docuseries",A story about war set in Egypt.
s446,TV Show,Last Horizon,,"Raj Rossi, Wei Chen",Canada,"July 8, 2020",2005,TV-14,7 Season,"Horror Movies, Action & Adventure",A story about ambition set in Canada.
s447,Movie,The Storm,Kenji Watanabe,"Raj Chen, Wei Brown, Sara Lee, Yusuf Smith",Nigeria,"October 15, 2018",2002,TV-Y,84 min,"Romantic Movies, Comedies, Crime TV Shows",A story about ambition set in Nigeria.
s448,Movie,Golden Storm,Rajiv Menon,"Tom Chen, Sara Novak, Sara Ahmed, Elena Patel",India,"November 29, 2019",2001,TV-Y7,177 min,Action & Adventure,A story about betrayal set in India.
s449,TV Show,The Code (Season 1),,"Tom Silva, Wei Novak, Liam Novak",Spain,"August 3, 2021",2016,TV-14,2 Seasons,"International Movies, Comedies",A story about ambition set in Spain.
s450,Movie,Broken Journey,Sofia Alvarez,"Aiko Muller, Yusuf Chen, Maria Muller, Aiko Novak, Omar Kim",Japan,"September 8, 2020",2020,TV-PG,166 min,"Reality TV, Stand-Up Comedy, Action & Adventure",A story about survival set in Japan.
s451,TV Show,Broken City,,"John Rossi, Wei Kowalski, John Novak, Omar Ahmed",India,"October 17, 2018",2002,PG,4 Seasons,Reality TV,A story about love set in India.
s452,Movie,The Kingdom,Not Given,"Raj Novak, Omar Patel",Italy,"April 26, 2019",2016,TV-Y,121 min,"Horror Movies, Sports Movies, Sci-Fi & Fantasy",A story about war set in Italy.
s453,TV Show,The Dream,,"Grace Kim, Nina Patel, Fatima Lee",Germany,"March 18, 2021",2019,G,6 Season,"Stand-Up Comedy, Docuseries",A story about ambition set in Germany.
s454,TV Show,A Journey,,"Grace Novak, Grace Lee, Wei Ahmed, Yusuf Muller, Fatima Garcia",Germany,"October 2, 2018",2017,NR,3 Seasons,Dramas,A story about love set in Germany.
s455,TV Show,Rising Horizon,,"Grace Kim, Yusuf Garcia, Grace Smith, Sara Silva",France,"June 3, 2021",2020,PG,1 Season,"Action & Adventure, Romantic Movies, International Movies",A story about love set in France.
s456,Movie,Secret Horizon,Not Given,"Aiko Muller, Liam Patel, Omar Brown",Mexico,"October 14, 2018",2018,TV-Y,136 min,"Romantic Movies, Comedies, Thrillers",A story about ambition set in Mexico.
s457,TV Show,Golden Heart (Season 4),,"Maria Garcia, John Kim, Tom Chen, Nina Khan, Nina Garcia",Japan,"May 15, 2021",2021,TV-Y,5 Seasons,"Crime TV Shows, Horror Movies",A story about friendship set in Japan.
s458,Movie,Silent Heart,David Okafor,"Wei Ahmed, Wei Rossi, Grace Rossi",United Kingdom,"April 28, 2017",2016,R,128 min,"Comedies, Sports Movies",A story about survival set in United Kingdom.
s459,TV Show,Golden Shadow,,"Maria Garcia, Aiko Dubois, Liam Smith, Yusuf Chen, Maria Silva",France,"May 27, 2018",2011,PG-13,4 Season,International Movies,A story about identity set in France.
s460,Movie,Midnight Dream,Sofia Alvarez,"Sara Novak, Nina Smith, Maria Ahmed",Japan,"July 3, 2015",2002,TV-Y,131 min,"Horror Movies, Docuseries, Romantic Movies",A story about war set in Japan.
s461,TV Show,Silent Horizon (Season 2),,"Omar Rossi, Raj Rossi, Wei Brown, Grace Silva, Maria Kowalski",Australia,"June 9, 2021",2021,TV-Y,4 Season,"Anime, Crime TV Shows",A story about love set in Australia.
s462,TV Show,Silent Dream,,"Grace Smith, Elena Patel, Omar Kowalski",Mexico,"April 17, 2021",2009,TV-14,6 Seasons,Comedies,A story about ambition set in Mexico.
s463,TV Show,Rising Journey (Season 2),,"Liam Kowalski, Fatima Khan",Egypt,"June 28, 2020",2018,TV-14,7 Seasons,"Stand-Up Comedy, Horror Movies",A story about love set in Egypt.
s464,Movie,The Storm,David Okafor,"Carlos Smith, Sara Ahmed, Aiko Kim",France,"April 14, 2016",2002,TV-14,139 min,Horror Movies,A story about survival set in France.
s465,Movie,A Kingdom,Kenji Watanabe,"Raj Chen, John Dubois, Aiko Chen, John Novak, John Muller",South Korea,"August 3, 2018",2003,TV-PG,122 min,"Crime TV Shows, Kids TV",A story about betrayal set in South Korea.
s466,Movie,Secret Horizon,Not Given,"Nina Ahmed, Omar Ahmed, Carlos Garcia",France,"July 27, 2018",2001,TV-Y7,140 min,"Documentaries, Romantic Movies",A story about love set in France.
s467,Movie,Secret Journey,Kenji Watanabe,"Fatima Kowalski, Yusuf Patel",Nigeria,"June 1, 2018",2004,G,122 min,"Documentaries, Reality TV",A story about ambition set in Nigeria.
s468,TV Show,Last Storm,,"Omar Khan, Yusuf Kim, Tom Ahmed",Spain,"January 5, 2015",2001,TV-Y7,7 Seasons,"Thrillers, Dramas, Sci-Fi & Fantasy",A story about friendship set in Spain.
s469,Movie,Midnight City,Emily Carter,"Elena Brown, Yusuf Muller, John Chen",Mexico,"February 28, 2020",2017,TV-14,108 min,Stand-Up Comedy,A story about betrayal set in Mexico.
s470,TV Show,Rising Dream,,"Elena Ahmed, Omar Silva, Tom Patel",Japan,"September 24, 2020",2020,TV-Y7,3 Season,"Anime, Action & Adventure",A story about friendship set in Japan.
s471,TV Show,Golden Journey,,"Raj Lee, John Dubois, Nina Smith",Italy,"December 11, 2016",2000,TV-Y,5 Seasons,"Docuseries, Stand-Up Comedy, Kids TV",A story about betrayal set in Italy.
s472,TV Show,A Code (Season 4),,"Aiko Brown, Carlos Brown",Australia,"May 4, 2019",2011,TV-PG,7 Seasons,"Dramas, Comedies, Romantic Movies",A story about war set in Australia.
s473,TV Show,Silent Journey,,"Omar Muller, Raj Lee",Mexico,"February 23, 2017",2011,TV-14,7 Seasons,"Romantic Movies, Action & Adventure",A story about friendship set in Mexico.
s474,TV Show,The Dream,,"John Khan, Sara Patel, Carlos Garcia",Egypt,"May 20, 2021",2008,NR,4 Season,Thrillers,A story about betrayal set in Egypt.
s475,Movie,A Kingdom,Kenji Watanabe,"Tom Ahmed, Grace Kowalski, Liam Khan",Egypt,"January 6, 2021",2021,NR,148 min,"Sci-Fi & Fantasy, Dramas",A story about identity set in Egypt.
s476,Movie,The Storm,David Okafor,"Liam Garcia, Raj Ahmed, Nina Rossi, Aiko Ahmed, Omar Smith",Italy,"July 12, 2015",2007,PG-13,123 min,"Sci-Fi & Fantasy, Thrillers, Dramas",A story about identity set in Italy.
s477,Movie,A Horizon,Rajiv Menon,"Grace Kim, Maria Lee, Fatima Khan",United Kingdom,"June 27, 2018",2010,TV-14,150 min,"Action & Adventure, Dramas, Romantic Movies",A story about identity set in United Kingdom.
s478,TV Show,Endless Storm,,"Maria Rossi, Fatima Silva, Sara Smith",Egypt,"October 29, 2020",2010,R,1 Seasons,"Sci-Fi & Fantasy, Stand-Up Comedy, Comedies",A story about friendship set in Egypt.
s479,Movie,A Journey,Rajiv Menon,"Aiko Lee, Sara Novak, Maria Kowalski, Wei Smith, Tom Kowalski",Spain,"May 19, 2018",2001,G,150 min,"Documentaries, Comedies",A story about love set in Spain.
s480,Movie,Midnight City,David Okafor,"Elena Kowalski, Carlos Khan",Egypt,"March 17, 2021",2019,G,71 min,"Stand-Up Comedy, Romantic Movies",A story about identity set in Egypt.
s481,TV Show,Endless Shadow,,"Nina Ahmed, Aiko Dubois",Canada,"February 25, 2016",2003,TV-MA,5 Seasons,"Kids TV, Sci-Fi & Fantasy, Horror Movies",A story about survival set in Canada.
s482,Movie,Midnight Storm,David Okafor,"Grace Dubois, Nina Chen, Fatima Chen, Omar Smith, John Chen",France,"June 11, 2020",2018,NR,153 min,"Horror Movies, Docuseries",A story about survival set in France.
s483,Movie,Midnight Horizon,Emily Carter,"Aiko Smith, Yusuf Dubois, Raj Patel, Wei Smith",Canada,"August 11, 2016",2016,TV-Y,114 min,Kids TV,A story about ambition set in Canada.
s484,TV Show,Golden Legacy,,"Elena Novak, Aiko Brown, Elena Dubois, Aiko Dubois, Liam Kim",Japan,"March 5, 2016",2005,TV-Y7,7 Seasons,"Romantic Movies, Sci-Fi & Fantasy",A story about love set in Japan.
s485,Movie,Secret Heart,Not Given,"Fatima Rossi, Grace Kowalski, Sara Silva",Nigeria,"April 20, 2017",2012,TV-Y,93 min,Sports Movies,A story about love set in Nigeria.
s486,Movie,The Code,Alicia Wren,"Liam Rossi, Fatima Patel, Elena Lee",Nigeria,"June 29, 2015",2011,TV-MA,95 min,Horror Movies,A story about survival set in Nigeria.
s487,Movie,Midnight Kingdom,Emily Carter,"Wei Khan, John Chen, Sara Muller",Italy,"March 27, 2015",2003,TV-PG,118 min,"Action & Adventure, Thrillers, Docuseries",A story about family set in Italy.
s488,Movie,Golden Storm,Marcus Lee,"Tom Novak, Maria Garcia, Wei Lee, Tom Chen, Omar Khan",Canada,"February 14, 2019",2017,PG,110 min,"Reality TV, Anime, Action & Adventure",A story about love set in Canada.
s489,TV Show,Endless Legacy,,"Omar Chen, Aiko Khan, John Patel, Omar Muller",Egypt,"September 12, 2020",2004,G,4 Season,Docuseries,A story about betrayal set in Egypt.
s490,Movie,Broken Code,Emily Carter,"Yusuf Rossi, Wei Silva, Grace Silva, Yusuf Novak, Nina Novak",Spain,"January 4, 2018",2015,G,121 min,"Comedies, Action & Adventure, Sci-Fi & Fantasy",A story about ambition set in Spain.
s491,Movie,Secret City,Sofia Alvarez,"Carlos Lee, Carlos Dubois, Wei Lee, Sara Silva",France,"June 23, 2017",2017,TV-PG,166 min,Horror Movies,A story about friendship set in France.
s492,Movie,Secret Horizon,Rajiv Menon,"Yusuf Dubois, Aiko Kim, Nina Rossi, Carlos Kim, Aiko Kowalski",Spain,"January 23, 2018",2010,TV-Y,73 min,Sci-Fi & Fantasy,A story about ambition set in Spain.
s493,Movie,A Storm,Alicia Wren,"Sara Ahmed, Yusuf Ahmed, Raj Garcia, Omar Muller",Italy,"February 8, 2016",2007,TV-14,79 min,"Comedies, Crime TV Shows",A story about ambition set in Italy.
s494,Movie,Golden Dream,Kenji Watanabe,"Fatima Novak, Elena Chen, Sara Kowalski, Grace Novak",Germany,"February 4, 2015",2008,PG-13,106 min,"Stand-Up Comedy, Kids TV",A story about love set in Germany.
s495,Movie,Rising Kingdom,David Okafor,"Fatima Novak, Grace Khan, Nina Khan",Germany,"February 5, 2021",2018,TV-Y7,162 min,"Anime, Stand-Up Comedy",A story about betrayal set in Germany.
s496,Movie,Secret City,David Okafor,"Nina Rossi, Sara Ahmed, John Silva",United Kingdom,"September 20, 2018",2018,PG-13,164 min,Docuseries,A story about war set in United Kingdom.
s497,Movie,Broken City,David Okafor,"Aiko Dubois, John Dubois, Omar Smith, Tom Chen",United Kingdom,"May 16, 2021",2010,G,147 min,"Stand-Up Comedy, Kids TV, Action & Adventure",A story about identity set in United Kingdom.
s498,Movie,Broken Legacy,Priya Sharma,"Aiko Dubois, Nina Patel",Italy,"January 17, 2016",2009,TV-PG,83 min,"Thrillers, Dramas, Reality TV",A story about friendship set in Italy.
s499,Movie,Secret Shadow,David Okafor,"Fatima Khan, Liam Patel, Yusuf Garcia, Nina Smith",Japan,"February 15, 2016",2016,TV-PG,111 min,"Stand-Up Comedy, Documentaries",A story about betrayal set in Japan.
s500,Movie,Broken Heart,Alicia Wren,"Tom Brown, Fatima Chen, Sara Khan, Liam Kim, Sara Novak",Brazil,"October 12, 2016",2015,G,143 min,"Kids TV, Crime TV Shows",A story about friendship set in Brazil.
s501,Movie,The Kingdom,Priya Sharma,"Sara Kim, Elena Kowalski",Canada,"September 9, 2019",2016,G,132 min,"Sci-Fi & Fantasy, Horror Movies",A story about love set in Canada.
s502,TV Show,Midnight Heart,,"Carlos Dubois, Sara Kowalski, Sara Chen, Carlos Khan",United Kingdom,"January 20, 2021",2019,TV-Y,4 Season,"Thrillers, Sports Movies, Horror Movies",A story about betrayal set in United Kingdom.
s503,Movie,The Legacy,Marcus Lee,"Tom Patel, Yusuf Muller, Raj Lee, Maria Novak",Mexico,"July 14, 2020",2006,TV-Y,167 min,"Action & Adventure, Thrillers, Comedies",A story about betrayal set in Mexico.
s504,Movie,Golden City,Priya Sharma,"Liam Khan, Yusuf Smith, Nina Smith",India,"April 17, 2021",2020,TV-Y,113 min,"Stand-Up Comedy, Reality TV, Action & Adventure",A story about identity set in India.
s505,Movie,Midnight Shadow,Marcus Lee,"Raj Novak, Nina Rossi, Nina Garcia, Maria Ahmed",Brazil,"November 28, 2019",2007,TV-PG,130 min,"Thrillers, Documentaries",A story about love set in Brazil.
s506,Movie,Last Dream,Alicia Wren,"Wei Garcia, Raj Kowalski, John Patel, Liam Chen, Nina Silva",United Kingdom,"May 22, 2015",2006,NR,97 min,"Comedies, Reality TV",A story about betrayal set in United Kingdom.
s507,Movie,Midnight Heart,Rajiv Menon,"John Kowalski, Carlos Kowalski",Canada,"March 15, 2019",2007,R,95 min,Dramas,A story about identity set in Canada.
s508,Movie,The Storm,Sofia Alvarez,"Fatima Lee, Maria Kowalski",Egypt,"February 12, 2021",2021,TV-PG,75 min,"Action & Adventure, Reality TV",A story about war set in Egypt.
s509,Movie,Secret Horizon,Sofia Alvarez,"Carlos Garcia, Fatima Khan, Maria Silva, Aiko Chen, John Kim",Brazil,"February 19, 2015",2010,TV-Y,97 min,"Romantic Movies, Comedies",A story about family set in Brazil.
s510,Movie,Golden Journey,Alicia Wren,"Carlos Muller, Omar Dubois, Nina Garcia",Mexico,"June 9, 2021",2017,G,91 min,"Action & Adventure, Horror Movies",A story about war set in Mexico.
s511,TV Show,Broken Kingdom,,"Sara Patel, Nina Garcia, Aiko Smith, Elena Lee",Australia,"April 16, 2019",2014,NR,6 Seasons,"Dramas, Action & Adventure, Docuseries",A story about betrayal set in Australia.
s512,Movie,Broken Legacy,Not Given,"John Chen, Aiko Rossi",France,"September 13, 2016",2006,TV-Y,96 min,"Comedies, Action & Adventure, Sports Movies",A story about friendship set in France.
s513,TV Show,Golden Kingdom,,"Yusuf Kowalski, Carlos Patel",Egypt,"April 8, 2015",2009,R,7 Seasons,"Romantic Movies, Action & Adventure",A story about love set in Egypt.
s514,TV Show,Secret Legacy,,"Yusuf Silva, Wei Rossi, Raj Smith, Maria Brown, Nina Garcia",Canada,"August 2, 2016",2001,R,2 Season,"Kids TV, Action & Adventure, Crime TV Shows",A story about betrayal set in Canada.
s515,Movie,Silent Dream,Marcus Lee,"Fatima Kim, Wei Dubois, Fatima Muller",France,"July 7, 2020",2018,R,104 min,"Documentaries, Thrillers",A story about identity set in France.
s516,Movie,Silent Heart,David Okafor,"Omar Chen, Sara Kowalski, Nina Smith, Omar Kim, Carlos Brown",India,"January 9, 2021",2009,TV-PG,140 min,"Thrillers, International Movies, Kids TV",A story about friendship set in India.
s517,Movie,Midnight City,Hugo Fischer,"Maria Silva, Wei Novak, Nina Khan, Wei Lee, Fatima Smith",United States,"March 12, 2020",2016,TV-Y7,121 min,"Stand-Up Comedy, Sports Movies",A story about war set in United States.
s518,Movie,Midnight Horizon,Alicia Wren,"Tom Smith, Tom Garcia, Carlos Lee, Elena Chen, Fatima Kowalski",South Korea,"November 28, 2018",2008,NR,160 min,"Sports Movies, Docuseries",A story about love set in South Korea.
s519,Movie,Broken Legacy,Sofia Alvarez,"John Lee, Sara Silva, Raj Novak, Raj Smith, Grace Patel",Brazil,"December 6, 2017",2004,G,128 min,"International Movies, Docuseries, Action & Adventure",A story about survival set in Brazil.
s520,Movie,A City,David Okafor,"Yusuf Lee, Fatima Lee",South Korea,"October 15, 2019",2005,PG-13,158 min,"Stand-Up Comedy, Horror Movies",A story about family set in South Korea.
s521,TV Show,A Shadow,,"Sara Chen, Liam Novak, Fatima Lee, Grace Kim",Mexico,"January 27, 2015",2009,TV-PG,7 Season,Documentaries,A story about identity set in Mexico.
s522,Movie,Midnight City,Marcus Lee,"Aiko Chen, Grace Chen, Fatima Rossi",United Kingdom,"March 27, 2017",2016,TV-Y7,142 min,Thrillers,A story about ambition set in United Kingdom.
s523,Movie,Last Legacy,Kenji Watanabe,"Nina Patel, Tom Dubois, Maria Brown, Raj Chen, Maria Muller",India,"May 25, 2016",2012,PG-13,78 min,"Dramas, Horror Movies",A story about ambition set in India.
s524,Movie,A Journey,Rajiv Menon,"Omar Smith, Raj Dubois, Omar Smith, Maria Khan",Germany,"March 19, 2019",2000,G,136 min,"Docuseries, Romantic Movies",A story about war set in Germany.
s525,Movie,Golden Storm,Emily Carter,"Sara Khan, Aiko Patel, Carlos Kim, Elena Smith",Japan,"February 15, 2016",2010,TV-MA,128 min,"Stand-Up Comedy, Sports Movies, Reality TV",A story about survival set in Japan.
s526,Movie,A Code,Kenji Watanabe,"Aiko Rossi, Elena Patel, Raj Brown",Spain,"August 19, 2020",2016,R,70 min,"Anime, Dramas, Docuseries",A story about war set in Spain.
s527,TV Show,Golden Heart,,"Carlos Novak, Elena Kowalski, Maria Silva, Carlos Lee, Tom Rossi",Brazil,"April 26, 2019",2003,PG-13,5 Season,Comedies,A story about survival set in Brazil.
s528,Movie,A Dream,Hugo Fischer,"Wei Lee, Nina Garcia, Nina Patel, Yusuf Khan, Fatima Khan",United Kingdom,"June 29, 2021",2021,TV-14,83 min,"Dramas, Documentaries",A story about war set in United Kingdom.
s529,TV Show,Midnight Legacy,,"Tom Patel, Maria Patel, Wei Lee, Yusuf Patel, Grace Rossi",India,"July 5, 2017",2010,G,7 Seasons,Anime,A story about identity set in India.
s530,TV Show,Broken Code,,"Omar Khan, Fatima Muller, Maria Muller, Maria Garcia, Maria Silva",Mexico,"January 21, 2019",2018,TV-14,5 Season,"Stand-Up Comedy, Horror Movies",A story about love set in Mexico.
s531,Movie,Endless Code,Sofia Alvarez,"Carlos Silva, Omar Silva, Omar Patel, Tom Kowalski, Wei Ahmed",Brazil,"August 27, 2020",2019,R,83 min,"Dramas, Crime TV Shows",A story about friendship set in Brazil.
s532,Movie,Midnight Legacy,Priya Sharma,"Wei Dubois, Liam Chen, Grace Patel, Sara Kowalski, Sara Novak",United States,"November 24, 2019",2019,PG-13,134 min,"Action & Adventure, International Movies, Reality TV",A story about friendship set in United States.
s533,Movie,Secret Heart,Kenji Watanabe,"John Kowalski, Aiko Chen, Sara Novak, Fatima Brown, Grace Lee",Nigeria,"August 4, 2015",2007,TV-PG,179 min,"Stand-Up Comedy, International Movies",A story about survival set in Nigeria.
s534,TV Show,Rising City,,"Aiko Kowalski, Carlos Kim, Maria Ahmed, Grace Muller, Liam Novak",Italy,"February 22, 2021",2006,TV-Y,1 Season,"Comedies, Reality TV, Sports Movies",A story about family set in Italy.
s535,Movie,Last Horizon,Marcus Lee,"Grace Rossi, Liam Lee, Wei Khan, Fatima Kowalski, Grace Khan",Mexico,"January 10, 2020",2020,PG,162 min,"Action & Adventure, Anime, Stand-Up Comedy",A story about survival set in Mexico.
s536,Movie,Broken Kingdom,Rajiv Menon,"Aiko Rossi, Wei Smith",India,"October 18, 2019",2016,G,125 min,Stand-Up Comedy,A story about ambition set in India.
s537,Movie,Secret City,Priya Sharma,"Grace Dubois, Wei Patel, Grace Kim, Omar Novak",Nigeria,"June 18, 2021",2021,TV-14,169 min,"Stand-Up Comedy, International Movies",A story about friendship set in Nigeria.
s538,Movie,A Shadow,Alicia Wren,"Nina Patel, Raj Lee",Germany,"April 5, 2015",2007,G,143 min,"Docuseries, International Movies, Sports Movies",A story about betrayal set in Germany.
s539,TV Show,Last City,,"Liam Dubois, Wei Garcia, Aiko Garcia, Grace Lee, Sara Kowalski",Germany,"July 19, 2019",2005,TV-MA,4 Seasons,"Docuseries, Comedies, Crime TV Shows",A story about betrayal set in Germany.
s540,TV Show,Secret Shadow (Season 2),,"Yusuf Rossi, Omar Silva",India,"June 11, 2016",2001,G,2 Seasons,Crime TV Shows,A story about love set in India.
s541,Movie,A Code,Kenji Watanabe,"Yusuf Chen, Carlos Patel, John Khan, Liam Smith",Germany,"December 27, 2020",2009,TV-Y7,87 min,"Docuseries, Sports Movies, Thrillers",A story about war set in Germany.
s542,Movie,Rising Legacy,Alicia Wren,"Fatima Smith, Fatima Chen",France,"July 3, 2016",2006,G,140 min,Sports Movies,A story about family set in France.
s543,Movie,Endless City,Alicia Wren,"Liam Kim, Raj Lee, Wei Kim, Nina Garcia",France,"April 19, 2021",2021,TV-PG,138 min,Documentaries,A story about family set in France.
s544,TV Show,Secret Storm,,"Carlos Brown, Wei Silva, Omar Kim",South Korea,"October 10, 2017",2000,TV-14,3 Season,Reality TV,A story about betrayal set in South Korea.
s545,Movie,A Storm,Emily Carter,"Wei Brown, Omar Khan, Liam Smith, Maria Kim",Canada,"March 6, 2016",2012,TV-14,92 min,"Horror Movies, Docuseries, Reality TV",A story about friendship set in Canada.
s546,Movie,Golden Horizon,Kenji Watanabe,"Elena Garcia, Tom Smith, Wei Silva, Omar Kim",United Kingdom,"December 17, 2020",2011,NR,146 min,"Docuseries, Horror Movies",A story about survival set in United Kingdom.
s547,Movie,Rising Kingdom,Marcus Lee,"Carlos Dubois, Grace Muller, John Lee",Mexico,"January 14, 2021",2020,R,156 min,"Reality TV, Sports Movies, Romantic Movies",A story about survival set in Mexico.
s548,Movie,Golden Heart,Hugo Fischer,"Liam Kim, Yusuf Novak, Tom Lee, Sara Khan",France,"March 30, 2020",2020,PG-13,122 min,"Documentaries, Anime",A story about betrayal set in France.
s549,Movie,Secret Shadow,Marcus Lee,"Maria Novak, Liam Ahmed",Italy,"February 13, 2015",2015,TV-Y,156 min,"International Movies, Romantic Movies, Sci-Fi & Fantasy",A story about betrayal set in Italy.
s550,Movie,Endless Legacy,Rajiv Menon,"Grace Ahmed, Grace Silva, Fatima Novak, Raj Lee, Sara Lee",Germany,"June 5, 2021",2021,TV-MA,147 min,"Thrillers, Anime",A story about ambition set in Germany.
